CMDLINE /home/jules/.pyenv/versions/3.12.11/bin/python3.12 run_pipeline.py
MEM 250.750000 1754559296.0357
MEM 250.750000 1754559296.1392
MEM 250.750000 1754559296.2427
MEM 250.750000 1754559296.3462
MEM 250.750000 1754559296.4497
MEM 250.750000 1754559296.5532
MEM 250.750000 1754559296.6567
MEM 250.750000 1754559296.7603
MEM 250.750000 1754559296.8636
MEM 250.750000 1754559296.9671
MEM 250.750000 1754559297.0707
MEM 250.750000 1754559297.1743
MEM 250.750000 1754559297.2776
MEM 250.750000 1754559297.3810
MEM 250.750000 1754559297.4845
MEM 250.750000 1754559297.5880
MEM 250.750000 1754559297.6914
MEM 250.750000 1754559297.7950
MEM 250.750000 1754559297.8984
MEM 250.750000 1754559298.0018
MEM 250.750000 1754559298.1084
MEM 250.750000 1754559298.2117
MEM 250.750000 1754559298.3149
MEM 250.750000 1754559298.4181
MEM 250.750000 1754559298.5213
MEM 250.750000 1754559298.6247
MEM 250.750000 1754559298.7281
MEM 250.750000 1754559298.8320
MEM 250.750000 1754559298.9354
MEM 195.832031 1754559299.0385
MEM 195.832031 1754559299.1417
MEM 195.832031 1754559299.2450
MEM 195.832031 1754559299.3482
MEM 195.832031 1754559299.4515
MEM 195.832031 1754559299.5548
MEM 195.832031 1754559299.6579
MEM 195.832031 1754559299.7610
MEM 195.832031 1754559299.8642
MEM 195.832031 1754559299.9674
MEM 195.832031 1754559300.0707
MEM 195.832031 1754559300.1738
MEM 195.832031 1754559300.2771
MEM 195.832031 1754559300.3803
MEM 195.832031 1754559300.4836
MEM 195.832031 1754559300.5869
MEM 195.832031 1754559300.6901
MEM 195.832031 1754559300.7934
MEM 195.832031 1754559300.8966
MEM 196.707031 1754559300.9998
MEM 197.582031 1754559301.1033
MEM 198.457031 1754559301.2065
MEM 199.332031 1754559301.3098
MEM 200.207031 1754559301.4130
MEM 201.082031 1754559301.5162
MEM 201.957031 1754559301.6196
MEM 202.832031 1754559301.7230
MEM 203.707031 1754559301.8260
MEM 204.582031 1754559301.9291
MEM 205.332031 1754559302.0326
MEM 206.207031 1754559302.1359
MEM 206.957031 1754559302.2392
MEM 207.832031 1754559302.3424
MEM 208.707031 1754559302.4456
MEM 209.582031 1754559302.5498
MEM 210.457031 1754559302.6531
MEM 211.332031 1754559302.7563
MEM 212.207031 1754559302.8597
MEM 213.082031 1754559302.9629
MEM 213.957031 1754559303.0660
MEM 214.707031 1754559303.1691
MEM 215.582031 1754559303.2723
MEM 216.457031 1754559303.3755
MEM 217.332031 1754559303.4787
MEM 218.207031 1754559303.5818
MEM 219.082031 1754559303.6849
MEM 219.957031 1754559303.7882
MEM 220.832031 1754559303.8915
MEM 221.707031 1754559303.9948
MEM 222.582031 1754559304.0981
MEM 223.457031 1754559304.2013
MEM 224.332031 1754559304.3045
MEM 225.207031 1754559304.4077
MEM 226.082031 1754559304.5109
MEM 226.957031 1754559304.6142
MEM 227.832031 1754559304.7174
MEM 228.707031 1754559304.8207
MEM 229.582031 1754559304.9240
MEM 230.457031 1754559305.0273
MEM 231.332031 1754559305.1304
MEM 232.207031 1754559305.2335
MEM 233.082031 1754559305.3366
MEM 233.957031 1754559305.4400
MEM 234.707031 1754559305.5433
MEM 235.582031 1754559305.6464
MEM 236.457031 1754559305.7496
MEM 237.332031 1754559305.8528
MEM 238.207031 1754559305.9561
MEM 239.082031 1754559306.0593
MEM 239.957031 1754559306.1625
MEM 240.832031 1754559306.2655
MEM 241.582031 1754559306.3689
MEM 253.457031 1754559306.4751
MEM 261.582031 1754559306.5813
MEM 269.707031 1754559306.6880
MEM 277.832031 1754559306.7948
MEM 285.957031 1754559306.9011
MEM 294.082031 1754559307.0078
MEM 302.207031 1754559307.1148
MEM 242.886719 1754559307.2179
MEM 292.636719 1754559307.3211
MEM 242.886719 1754559307.4244
MEM 292.011719 1754559307.5276
MEM 243.886719 1754559307.6309
MEM 291.136719 1754559307.7341
MEM 244.886719 1754559307.8374
MEM 291.886719 1754559307.9406
MEM 245.886719 1754559308.0438
MEM 292.511719 1754559308.1470
MEM 246.886719 1754559308.2502
MEM 277.386719 1754559308.3533
MEM 302.886719 1754559308.4565
MEM 277.636719 1754559308.5597
MEM 302.886719 1754559308.6630
MEM 269.011719 1754559308.7661
MEM 287.636719 1754559308.8693
MEM 250.656250 1754559308.9725
MEM 250.656250 1754559309.0757
MEM 250.656250 1754559309.1789
MEM 250.656250 1754559309.2820
MEM 250.656250 1754559309.3852
MEM 250.656250 1754559309.4885
MEM 250.656250 1754559309.5917
MEM 250.656250 1754559309.6949
MEM 250.656250 1754559309.7981
MEM 250.656250 1754559309.9014
MEM 250.656250 1754559310.0046
MEM 250.656250 1754559310.1079
MEM 250.656250 1754559310.2112
MEM 250.656250 1754559310.3144
MEM 250.656250 1754559310.4176
MEM 250.656250 1754559310.5209
MEM 250.656250 1754559310.6242
MEM 250.656250 1754559310.7275
MEM 250.656250 1754559310.8308
MEM 250.656250 1754559310.9339
MEM 250.656250 1754559311.0373
MEM 250.656250 1754559311.1405
MEM 250.656250 1754559311.2444
MEM 250.656250 1754559311.3477
MEM 250.656250 1754559311.4509
MEM 250.656250 1754559311.5541
MEM 250.656250 1754559311.6575
MEM 250.656250 1754559311.7608
MEM 250.656250 1754559311.8641
MEM 250.656250 1754559311.9677
MEM 250.656250 1754559312.0709
MEM 250.656250 1754559312.1741
MEM 250.656250 1754559312.2776
MEM 250.656250 1754559312.3810
MEM 250.656250 1754559312.4843
MEM 250.656250 1754559312.5876
MEM 250.656250 1754559312.6911
MEM 250.656250 1754559312.7945
MEM 250.656250 1754559312.8978
MEM 250.656250 1754559313.0015
MEM 250.656250 1754559313.1052
MEM 250.656250 1754559313.2087
MEM 250.656250 1754559313.3124
MEM 250.656250 1754559313.4159
MEM 250.656250 1754559313.5194
MEM 250.656250 1754559313.6232
MEM 250.656250 1754559313.7269
MEM 250.656250 1754559313.8304
MEM 250.656250 1754559313.9339
MEM 250.656250 1754559314.0377
MEM 250.656250 1754559314.1415
MEM 250.656250 1754559314.2450
MEM 250.656250 1754559314.3486
MEM 250.656250 1754559314.4521
MEM 250.781250 1754559314.5556
MEM 250.781250 1754559314.6594
MEM 250.781250 1754559314.7629
MEM 250.781250 1754559314.8664
MEM 250.781250 1754559314.9699
MEM 250.781250 1754559315.0735
MEM 250.781250 1754559315.1770
MEM 250.781250 1754559315.2804
MEM 250.781250 1754559315.3843
MEM 250.781250 1754559315.4880
MEM 250.781250 1754559315.5916
MEM 250.781250 1754559315.6951
MEM 250.781250 1754559315.7985
MEM 250.781250 1754559315.9019
MEM 250.781250 1754559316.0057
MEM 250.781250 1754559316.1092
MEM 250.781250 1754559316.2127
MEM 250.781250 1754559316.3161
MEM 250.781250 1754559316.4196
MEM 250.781250 1754559316.5234
MEM 250.781250 1754559316.6270
MEM 250.781250 1754559316.7307
MEM 250.781250 1754559316.8341
MEM 250.781250 1754559316.9376
MEM 250.781250 1754559317.0412
MEM 250.781250 1754559317.1444
MEM 250.781250 1754559317.2479
MEM 250.781250 1754559317.3515
MEM 250.781250 1754559317.4553
MEM 250.781250 1754559317.5589
MEM 250.781250 1754559317.6624
MEM 250.781250 1754559317.7660
MEM 250.781250 1754559317.8696
MEM 250.781250 1754559317.9732
MEM 250.781250 1754559318.0770
MEM 250.781250 1754559318.1805
MEM 250.781250 1754559318.2842
MEM 250.781250 1754559318.3878
MEM 250.781250 1754559318.4914
MEM 250.781250 1754559318.5949
MEM 250.781250 1754559318.6984
MEM 250.781250 1754559318.8022
MEM 250.781250 1754559318.9057
MEM 250.781250 1754559319.0094
MEM 250.781250 1754559319.1129
MEM 250.781250 1754559319.2165
MEM 250.781250 1754559319.3201
MEM 250.781250 1754559319.4237
MEM 250.781250 1754559319.5274
MEM 250.781250 1754559319.6310
MEM 250.781250 1754559319.7347
MEM 250.781250 1754559319.8381
MEM 250.781250 1754559319.9418
MEM 202.828125 1754559320.0451
MEM 199.828125 1754559320.1484
MEM 199.828125 1754559320.2518
MEM 199.828125 1754559320.3550
MEM 199.828125 1754559320.4581
MEM 199.828125 1754559320.5613
MEM 199.828125 1754559320.6646
MEM 199.828125 1754559320.7678
MEM 199.828125 1754559320.8711
MEM 199.828125 1754559320.9743
MEM 199.828125 1754559321.0774
MEM 199.828125 1754559321.1808
MEM 199.828125 1754559321.2841
MEM 199.828125 1754559321.3873
MEM 199.828125 1754559321.4905
MEM 199.828125 1754559321.5936
MEM 199.828125 1754559321.6969
MEM 199.828125 1754559321.8001
MEM 199.828125 1754559321.9033
MEM 199.828125 1754559322.0065
MEM 199.828125 1754559322.1097
MEM 199.828125 1754559322.2129
MEM 199.828125 1754559322.3161
MEM 200.078125 1754559322.4194
MEM 200.953125 1754559322.5225
MEM 201.828125 1754559322.6258
MEM 202.578125 1754559322.7290
MEM 203.453125 1754559322.8323
MEM 204.328125 1754559322.9355
MEM 205.203125 1754559323.0388
MEM 206.078125 1754559323.1420
MEM 206.953125 1754559323.2452
MEM 207.828125 1754559323.3485
MEM 208.703125 1754559323.4518
MEM 209.453125 1754559323.5551
MEM 210.328125 1754559323.6584
MEM 211.203125 1754559323.7616
MEM 212.078125 1754559323.8649
MEM 212.828125 1754559323.9682
MEM 213.703125 1754559324.0715
MEM 214.578125 1754559324.1748
MEM 215.453125 1754559324.2784
MEM 216.328125 1754559324.3816
MEM 217.203125 1754559324.4849
MEM 218.078125 1754559324.5882
MEM 218.953125 1754559324.6915
MEM 219.703125 1754559324.7947
MEM 220.578125 1754559324.8980
MEM 221.453125 1754559325.0013
MEM 222.328125 1754559325.1047
MEM 223.203125 1754559325.2080
MEM 224.078125 1754559325.3113
MEM 224.953125 1754559325.4145
MEM 225.703125 1754559325.5176
MEM 226.578125 1754559325.6210
MEM 227.453125 1754559325.7244
MEM 228.328125 1754559325.8276
MEM 229.203125 1754559325.9309
MEM 229.953125 1754559326.0341
MEM 230.828125 1754559326.1374
MEM 231.703125 1754559326.2407
MEM 232.578125 1754559326.3443
MEM 233.453125 1754559326.4476
MEM 234.328125 1754559326.5509
MEM 235.203125 1754559326.6549
MEM 235.953125 1754559326.7584
MEM 236.828125 1754559326.8617
MEM 237.703125 1754559326.9650
MEM 238.578125 1754559327.0684
MEM 239.453125 1754559327.1718
MEM 240.328125 1754559327.2750
MEM 241.078125 1754559327.3783
MEM 241.578125 1754559327.4815
MEM 255.078125 1754559327.5875
MEM 262.578125 1754559327.6936
MEM 270.328125 1754559327.8001
MEM 278.078125 1754559327.9060
MEM 285.578125 1754559328.0117
MEM 292.953125 1754559328.1180
MEM 300.453125 1754559328.2242
MEM 302.828125 1754559328.3275
MEM 254.277344 1754559328.4308
MEM 302.902344 1754559328.5340
MEM 250.777344 1754559328.6373
MEM 302.902344 1754559328.7406
MEM 249.406250 1754559328.8438
MEM 302.906250 1754559328.9471
MEM 249.031250 1754559329.0501
MEM 302.906250 1754559329.1534
MEM 249.531250 1754559329.2568
MEM 302.906250 1754559329.3602
MEM 247.781250 1754559329.4635
MEM 302.906250 1754559329.5668
MEM 248.781250 1754559329.6703
MEM 302.906250 1754559329.7736
MEM 249.781250 1754559329.8768
MEM 287.656250 1754559329.9801
MEM 250.675781 1754559330.0834
MEM 250.675781 1754559330.1867
MEM 250.675781 1754559330.2899
MEM 250.675781 1754559330.3932
MEM 250.675781 1754559330.4965
MEM 250.675781 1754559330.6000
MEM 250.675781 1754559330.7040
MEM 250.675781 1754559330.8073
MEM 250.675781 1754559330.9105
MEM 250.675781 1754559331.0137
MEM 250.675781 1754559331.1173
MEM 250.675781 1754559331.2206
MEM 250.675781 1754559331.3239
MEM 250.675781 1754559331.4271
MEM 250.675781 1754559331.5303
MEM 250.675781 1754559331.6335
MEM 250.675781 1754559331.7367
MEM 250.675781 1754559331.8399
MEM 250.675781 1754559331.9433
MEM 250.675781 1754559332.0465
MEM 250.675781 1754559332.1496
MEM 250.675781 1754559332.2529
MEM 250.675781 1754559332.3561
MEM 250.675781 1754559332.4595
MEM 250.675781 1754559332.5628
MEM 250.675781 1754559332.6660
MEM 250.675781 1754559332.7694
MEM 250.675781 1754559332.8726
MEM 250.675781 1754559332.9758
MEM 250.675781 1754559333.0804
MEM 250.675781 1754559333.1839
MEM 250.675781 1754559333.2874
MEM 250.675781 1754559333.3905
MEM 250.675781 1754559333.4938
MEM 250.675781 1754559333.5970
MEM 250.675781 1754559333.7004
MEM 250.675781 1754559333.8037
MEM 250.675781 1754559333.9069
MEM 250.675781 1754559334.0105
MEM 250.675781 1754559334.1140
MEM 250.675781 1754559334.2176
MEM 250.675781 1754559334.3213
MEM 250.675781 1754559334.4247
MEM 250.675781 1754559334.5283
MEM 250.675781 1754559334.6317
MEM 250.675781 1754559334.7354
MEM 250.675781 1754559334.8391
MEM 250.675781 1754559334.9427
MEM 250.675781 1754559335.0463
MEM 250.675781 1754559335.1499
MEM 250.800781 1754559335.2535
MEM 250.800781 1754559335.3574
MEM 250.800781 1754559335.4611
MEM 250.800781 1754559335.5644
MEM 250.800781 1754559335.6680
MEM 250.800781 1754559335.7716
MEM 250.800781 1754559335.8752
MEM 250.800781 1754559335.9787
MEM 250.800781 1754559336.0825
MEM 250.800781 1754559336.1860
MEM 250.800781 1754559336.2897
MEM 250.800781 1754559336.3933
MEM 250.800781 1754559336.4969
MEM 250.800781 1754559336.6001
MEM 250.800781 1754559336.7039
MEM 250.800781 1754559336.8075
MEM 250.800781 1754559336.9113
MEM 250.800781 1754559337.0148
MEM 250.800781 1754559337.1184
MEM 250.800781 1754559337.2218
MEM 250.800781 1754559337.3254
MEM 250.800781 1754559337.4291
MEM 250.800781 1754559337.5327
MEM 250.800781 1754559337.6362
MEM 250.800781 1754559337.7399
MEM 250.800781 1754559337.8437
MEM 250.800781 1754559337.9474
MEM 250.800781 1754559338.0510
MEM 250.800781 1754559338.1545
MEM 250.800781 1754559338.2582
MEM 250.800781 1754559338.3619
MEM 250.800781 1754559338.4656
MEM 250.800781 1754559338.5690
MEM 250.800781 1754559338.6724
MEM 250.800781 1754559338.7759
MEM 250.800781 1754559338.8797
MEM 250.800781 1754559338.9834
MEM 250.800781 1754559339.0872
MEM 250.800781 1754559339.1907
MEM 250.800781 1754559339.2948
MEM 250.800781 1754559339.3985
MEM 250.800781 1754559339.5022
MEM 250.800781 1754559339.6059
MEM 250.800781 1754559339.7092
MEM 250.800781 1754559339.8127
MEM 250.800781 1754559339.9163
MEM 250.800781 1754559340.0196
MEM 250.800781 1754559340.1236
